web-scraper-order,web-scraper-start-url,get_more_details,get_more_details-href,pages,name,dates,updated,address,city,state,zip,image-src,fulladdress,attendance,exibitors,promotor,showrating
"1674871296-177","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/21659/Yachats-Oregon/Lifestyle-Healthy-Living-Events/Pathways-to-Transformation-Hlth,-Psychic-Crafts-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=7","Pathways to Transformation Hlth, Psychic & Crafts Fair","August 5 -  6, 2023","Updated 6/7/2022","Yachats Commons Building","Yachats","OR","97498","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=LifestyleHealthEvent%2Fdefault.jpg","441 Highway 101 N., Yachats, OR 97498","1,500
					
# Food Booths: na","70
					
Juried: no
					
Prize Money: na","Chuckling Cherubs Spiritual Ministry","null"
"1674871298-178","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/24446/Corvallis-Oregon/Ethnic-Music-Festivals/Zimbabwean-Music-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=7","Zimbabwean Music Festival","August 3 -  6, 2023","Updated 1/24/2023","Oregon State University","Corvallis","OR","97331","/festival-community/image.php?mode=fno_event_image&band_id=24446&fno_event_id=24446&width=480&height=crop&theme=Sage","671 SW 26th Street, Corvallis, OR 97331","workshops","250
					
# Food Booths: na","Zimfest Association","null"
"1674871300-179","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/26105/Mcminnville-Oregon/State-Fairs/Yamhill-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=7","Yamhill County Fair","August 2023","Updated 11/9/2021","Fairgrounds","Mcminnville","OR","97128","/festival-community/image.php?mode=band_image&band_id=86165&width=480&height=crop&theme=Sage","2070 NE Lafayette Avenue, Mcminnville, OR 97128","carnival,  prowest rodeo,  demolition derby,  4‑h/ffa,  youth livestock auction","40,000
					
# Food Booths: 15","Yamhill County Fairgrounds","null"
"1674871303-180","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/31176/La-Grande-Oregon/State-Fairs/Union-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=7","Union County Fair","August 2023","Updated 5/2/2022","Fairgrounds","La Grande","OR","97850","/festival-community/image.php?mode=fno_event_image&band_id=249522&fno_event_id=31176&width=480&height=crop&theme=Sage","3604 N. 2nd Street, La Grande, OR 97850","8,000
					
# Food Booths: tba","54
					
Juried: no
					
Prize Money: na","Union County Fair Association","null"
"1674871305-181","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/24836/Corvallis-Oregon/State-Fairs/Benton-County-Fair-Rodeo","https://festivalnet.com/fairs-festivals/Oregon?page=7","Benton County Fair & Rodeo","August 2023","Updated 7/6/2021","Fairgrounds","Corvallis","OR","97333","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FairStateCounty%2Fdefault6.jpg","110 SW 53rd Street, Corvallis, OR 97333","carnival,  gaming room,  talent show,  rodeo,  tap house","22,000
					
# Food Booths: 20","Benton County Fairgrounds","null"
"1674871307-182","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/26110/Redmond-Oregon/State-Fairs/Deschutes-County-Fair-Rodeo","https://festivalnet.com/fairs-festivals/Oregon?page=7","Deschutes County Fair & Rodeo","August 2 -  6, 2023","Updated 1/26/2023","Fairgrounds","Redmond","OR","97756","/festival-community/image.php?mode=fno_event_image&band_id=84429&fno_event_id=26110&width=480&height=crop&theme=Sage","3800 SW Airport Way, Redmond, OR 97756","carnival,  rodeo,  national music acts","170,000
					
# Food Booths: 40","Deschutes County Fair and Expo Center","null"
"1674871310-183","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/24837/Ontario-Oregon/State-Fairs/Malheur-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=7","Malheur County Fair","August 2023","Updated 12/20/2021","Fairgrounds","Ontario","OR","97914","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FairStateCounty%2Fdefault13.jpg","795 NW 9th Street, Ontario, OR 97914","ica rodeo, pretty baby contest,  onion festival","23,000
					
# Food Booths: 19","Malheur County Fair Board","null"
"1674871312-184","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/13833/Eugene-Oregon/Music-Festivals/Oregon-Festival-of-American-Music","https://festivalnet.com/fairs-festivals/Oregon?page=7","Oregon Festival of American Music","July - August 2023","Updated 6/30/2022","Various locations","Eugene","OR","97401","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=MusicFestival%2Fdefault10.jpg","868 High Street, Eugene, OR 97401","17,000
					
# Food Booths: na","na
					
Juried: no
					
Prize Money: na","The Shedd Institute","null"
"1674871315-185","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/65523/North-Powder-Oregon/Festivals/North-Powder-Huckleberry-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=7","North Powder Huckleberry Festival","July 2023","Updated 7/8/2022","Town Center","North Powder","OR","97867","/festival-community/image.php?mode=band_image&band_id=12001&width=480&height=crop&theme=Sage","200 E. Street, North Powder, OR 97867","parade,  car show,  huckleberry dessert contest,  car show,  fun run/walk,  kids' games","500
					
# Food Booths: 10","North Powder Community Partners","null"
"1674871317-186","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/26880/Lowell-Oregon/Festivals/Blackberry-Jam-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=7","Blackberry Jam Festival","July 2023","Updated 6/22/2022","Rolling Rock Park","Lowell","OR","97452","/festival-community/image.php?mode=fno_event_image&band_id=130145&fno_event_id=26880&width=480&height=crop&theme=Sage","101 N. Shore Drive, Lowell, OR 97452","parade,  quilt show,  fishing derby,  car show,  kids corner,  beer garden","3,500
					
# Food Booths: 10+","City of Lowell ‑ OR","null"
"1674871319-187","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/47604/Sweet-Home-Oregon/Music-Festivals/The-Oregon-Jamboree-in-Sweet-Home","https://festivalnet.com/fairs-festivals/Oregon?page=7","The Oregon Jamboree in Sweet Home","July 2023","Updated 11/9/2021","Festival Grounds","Sweet Home","OR","97386","/festival-community/image.php?mode=band_image&band_id=115675&width=480&height=crop&theme=Sage","860 18th Avenue, Sweet Home, OR 97386","13,000
					
# Food Booths: 25","26
					
Juried: yes
					
Prize Money: na","The Oregon Jamboree","null"
"1674871324-188","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/30631/Newberg-Oregon/Festivals/Newberg-Old-Fashioned-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=7","Newberg Old Fashioned Festival","July 2023","Updated 6/8/2022","Memorial Park","Newberg","OR","97132","/festival-community/image.php?mode=fno_event_image&band_id=249507&fno_event_id=30631&width=480&height=crop&theme=Sage","E. 4th and S. Howard Street, Newberg, OR 97132","2 parades,  car show,  fireworks,  breakfast,  geo cache","2,000
					
# Food Booths: 30","Newberg Old Fashioned Festival","null"
"1674871327-189","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/31175/Hillsboro-Oregon/State-Fairs/Washington-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=7","Washington County Fair","July 2023","Updated 4/18/2022","Fairgrounds","Hillsboro","OR","97124","/festival-community/image.php?mode=fno_event_image&band_id=111728&fno_event_id=31175&width=480&height=crop&theme=Sage","873 NE 34th Avenue, Hillsboro, OR 97124","carnival,  exhibits: play w/gravity,  growing grove","100,000
					
# Food Booths: 30","Washington County Fair Complex","null"
"1674871329-190","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/30632/Stayton-Oregon/Festivals/Santiam-Summerfest","https://festivalnet.com/fairs-festivals/Oregon?page=7","Santiam Summerfest","July 2023","Updated 7/6/2021","Downtown 3rd Avenue","Stayton","OR","97383","/festival-community/image.php?mode=fno_event_image&band_id=60281&fno_event_id=30632&width=480&height=crop&theme=Sage","480 N. 3rd Avenue, Stayton, OR 97383","car show,  art show,  family fun zone,  beer garden,  children's parade,  pet zone","7,000
					
# Food Booths: 10","Stayton Sublimity Chamber of Commerce","null"
"1674871332-191","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/8984/Eugene-Oregon/Ethnic-Festivals/Oregon-Asian-Celebration","https://festivalnet.com/fairs-festivals/Oregon?page=7","Oregon Asian Celebration","July 2023","Updated 1/18/2022","Alton Baker Park","Eugene","OR","97401","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=EthnicEvent%2Fchinese%2Cchina%2Casian%2Cjapan4.jpg","100 Day Island Rd, Eugene, OR 97401","children's activities,  martial arts,  cooking","22,000
					
# Food Booths: 20","Eugene / Springfield Asian Council","null"
"1674871334-192","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/18094/Portland-Oregon/Wine-Beer-Events/Oregon-Brewers-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=7","Oregon Brewers Festival","July 2023","Updated 7/18/2022","Tom McCall Waterfront Park","Portland","OR","97204","/festival-community/image.php?mode=fno_event_image&band_id=18094&fno_event_id=18094&width=480&height=crop&theme=Sage","300 SW Naito Parkway, Portland, OR 97204","50,000
					
# Food Booths: 6","10
					
Juried: no
					
Prize Money: na","Oregon Brewers Festival","null"
"1674871337-193","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/26109/Hood-River-Oregon/State-Fairs/Hood-River-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=7","Hood River County Fair","July 2023","Updated 1/24/2022","Fairgrounds","Hood River","OR","97031","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FairStateCounty%2Fdefault15.jpg","3020 Wyeast Road, Hood River, OR 97031","carnival,  kids' area,  horse competitions,  kids games,  4‑h and ffa","30,000
					
# Food Booths: 17","Hood River County Fairgrounds","null"
"1674871339-194","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/13850/Gold-Beach-Oregon/State-Fairs/Curry-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=7","Curry County Fair","July 2023","Updated 4/12/2022","Event Center on the Beach","Gold Beach","OR","97444","/festival-community/image.php?mode=fno_event_image&band_id=45539&fno_event_id=13850&width=480&height=crop&theme=Sage","29392 Ellensburg Avenue, Gold Beach, OR 97444","parade,  bull riding,  contests,  carnival","8,000
					
# Food Booths: 8","Event Center on the Beach","null"
"1674871342-195","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/6421/Myrtle-Point-Oregon/State-Fairs/Coos-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=7","Coos County Fair","July 2023","Updated 6/28/2022","Coos County Fairgrounds","Myrtle Point","OR","97458","/festival-community/image.php?mode=fno_event_image&band_id=6421&fno_event_id=6421&width=480&height=crop&theme=Sage","770 4th Street, Myrtle Point, OR 97458","4‑h livestock auction,  rodeo‑teem roping,  barrels and bulls","28,000
					
# Food Booths: 19","Coos County Fair","null"
"1674871344-196","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/69332/Joseph-Oregon/State-Fairs/Chief-Joseph-Days","https://festivalnet.com/fairs-festivals/Oregon?page=7","Chief Joseph Days","July 25 -  30, 2023","Updated 1/10/2023","Harley Tucker Arena","Joseph","OR","97846","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FairStateCounty%2Fdefault16.jpg","405 W. Wallowa Avenue, Joseph, OR 97846","tba
					
Juried: 
					
Prize Money: na","Art & Craft: 06/30/
					
Music: na
					
Food: 05/01/","Wallow County Chamber of Commerce","null"
"1674871351-197","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/78524/Bend-Oregon/Air-Show-Balloon-Festivals/Balloons-Over-Bend-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=6","Balloons Over Bend Festival","July 2023","Updated 7/14/2022","Riverbend Park","Bend","OR","97702","/festival-community/image.php?mode=fno_event_image&band_id=444972&fno_event_id=78524&width=480&height=crop&theme=Sage","799 SW Columbia Street, Bend, OR 97702","tba
					
Juried: no
					
Prize Money: na","Art & Craft: 07/01/2022
					
Music: na
					
Food: until full","Lay It Out Events","null"
"1674871353-198","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/30630/Drain-Oregon/State-Fairs/North-Douglas-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=6","North Douglas County Fair","July 2023","Updated 6/30/2022","Drain Civic Center Park","Drain","OR","97435","/festival-community/image.php?mode=fno_event_image&band_id=111730&fno_event_id=30630&width=480&height=crop&theme=Sage","205 W. A Avenue, Drain, OR 97435","parade,  ,  4‑h ag olympics,  bossy bingo","2,000
					
# Food Booths: 7","North Douglas Fairboard","null"
"1674871356-199","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/20122/North-Plains-Oregon/Bluegrass-Festivals/Northwest-String-Summit","https://festivalnet.com/fairs-festivals/Oregon?page=6","Northwest String Summit","July 2023","Updated 6/29/2021","Horning's Hideout","North Plains","OR","97133","/festival-community/image.php?mode=fno_event_image&band_id=20122&fno_event_id=20122&width=480&height=crop&theme=Sage","21277 NW Brunswick Canyon Road, North Plains, OR 97133","5,000
					
# Food Booths: 10","25
					
Juried: no
					
Prize Money: na","Northwest String Summit","null"
"1674871358-200","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/93758/Medford-Oregon/Sports-Events/Summer-Jam-3on3-Basketball-Tournament","https://festivalnet.com/fairs-festivals/Oregon?page=6","Summer Jam 3on3 Basketball Tournament","July 2023","Updated 6/26/2022","Fitchner‑Mainwaring Park","Medford","OR","97501","/festival-community/image.php?mode=fno_event_image&band_id=622505&fno_event_id=93758&width=480&height=crop&theme=Sage","334 Holmes Avenue, Medford, OR 97501","tba
					
Juried: no
					
Prize Money: na","Art & Craft: until full
					
Music: na
					
Food: na","Allied Projects, LLC","null"
"1674871360-201","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/92950/Burns-Oregon/Craft-Shows/Arts-Arrowhead-Plaza","https://festivalnet.com/fairs-festivals/Oregon?page=6","Arts Arrowhead Plaza","July 2023","Updated 2/9/2022","Arrowhead Plaza","Burns","OR","97720","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=ArtsCraftsShow%2Fart5.jpg","N. Broadway, Burns, OR 97720","na
					
# Food Booths: 3","10
					
Juried: yes
					
Prize Money: na","Desert Moon Atelier","null"
"1674871363-202","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/10064/Salem-Oregon/Festivals/Salem-Art-Fair-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=6","Salem Art Fair & Festival","July 21 -  23, 2023","Updated 12/1/2022","Bush's Pasture Park","Salem","OR","97302","/festival-community/image.php?mode=fno_event_image&band_id=10064&fno_event_id=10064&width=480&height=crop&theme=Sage","600 Mission Street SE, Salem, OR 97302","kid's area and youth talent contest","30,000
					
# Food Booths: 12","Salem Art Association","null"
"1674871365-203","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/15916/Eugene-Oregon/State-Fairs/Lane-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=6","Lane County Fair","July 19 -  23, 2023","Updated 11/9/2022","Lane County Fairgrounds","Eugene","OR","97402","/festival-community/image.php?mode=fno_event_image&band_id=15916&fno_event_id=15916&width=480&height=crop&theme=Sage","796 W. 13th Avenue, Eugene, OR 97402","carnival,  kids' park,  animal events,  unique attractions,  sports,  exhibits","115,000
					
# Food Booths: 32","Lane Events Center/Fairgrounds","null"
"1674871367-204","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/60800/Talent-Oregon/Farmers-Markets/T-A-G-Market-July","https://festivalnet.com/fairs-festivals/Oregon?page=6","T.A.G. Market ‑ July","July 2023","Updated 6/8/2022","across from City Hall","Talent","OR","97540","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FarmersMarket%2Fdefault7.jpg","111 E. Main Street, Talent, OR 97540","2,000
					
# Food Booths: 4","35
					
Juried: no
					
Prize Money: na","Talent Artisans and Growers","null"
"1674871370-205","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/37425/Madras-Oregon/Festivals/Jefferson-County-Fair-and-Rodeo","https://festivalnet.com/fairs-festivals/Oregon?page=6","Jefferson County Fair and Rodeo","July 19 -  22, 2023","Updated 11/8/2022","Jefferson County Fairgrounds","Madras","OR","97741","/festival-community/image.php?mode=fno_event_image&band_id=81382&fno_event_id=37425&width=480&height=crop&theme=Sage","430 SW Fairgrounds Road, Madras, OR 97741","32,000
					
# Food Booths: 12","65
					
Juried: no
					
Prize Money: na","Jefferson County Fair Complex","null"
"1674871372-206","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/78567/Eugene-Oregon/Festivals/Oregon-Geo-Fest","https://festivalnet.com/fairs-festivals/Oregon?page=6","Oregon Geo Fest","July 2023","Updated 6/15/2022","Broadway Center","Eugene","OR","97402","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=GemJewelryBeadShow%2Fdefault.jpg","2100 W. Broadway, Eugene, OR 97402","arrow head knapping,  gold panning,  fossil screening","1,500
					
# Food Booths: 2","Oregon Geo Fest","null"
"1674871374-207","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/90280/Saint-Paul-Oregon/Craft-Shows/Christmas-in-July-Crafters-Faire","https://festivalnet.com/fairs-festivals/Oregon?page=6","Christmas in July Crafters Faire","July 2023","Updated 6/2/2022","Newell Pioneer Village","Saint Paul","OR","97137","/festival-community/image.php?mode=fno_event_image&band_id=588517&fno_event_id=90280&width=480&height=crop&theme=Sage","8089 Champoeg Road, Saint Paul, OR 97137","na
					
# Food Booths: tba","30
					
Juried: no
					
Prize Money: na","Newell Pioneer Village","null"
"1674871377-208","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/90269/Elkton-Oregon/Music-Festivals/Flutestock-in-Elkton","https://festivalnet.com/fairs-festivals/Oregon?page=6","Flutestock in Elkton","July 2023","Updated 6/30/2022","Elkton Community Education Center","Elkton","OR","97436","/festival-community/image.php?mode=fno_event_image&band_id=391341&fno_event_id=90269&width=480&height=crop&theme=Sage","15850 Oregon Highway 38, Elkton, OR 97436","demonstrations,  classes,  workshops","1,000
					
# Food Booths: 3","Flutestock in Elkton ‑ Native American Cultural Assn","null"
"1674871379-209","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/26084/Portland-Oregon/Vintages/Portland-Vintage-Racing-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=6","Portland Vintage Racing Festival","July 2023","Updated 6/7/2022","Portland International Raceway","Portland","OR","97217","/festival-community/image.php?mode=fno_event_image&band_id=457638&fno_event_id=26084&width=480&height=crop&theme=Sage","1940 N. Victory Boulvard, Portland, OR 97217","10,000
					
# Food Booths: na","25
					
Juried: no
					
Prize Money: na","SVRA","null"
"1674871382-210","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/60026/Oregon-City-Oregon/Festivals/First-City-Celebration","https://festivalnet.com/fairs-festivals/Oregon?page=6","First City Celebration","July 2023","Updated 6/14/2022","Historic Downtown","Oregon City","OR","97045","/festival-community/image.php?mode=band_image&band_id=353288&width=480&height=crop&theme=Sage","618 Main Street, Oregon City, OR 97045","4,500
					
# Food Booths: local","80
					
Juried: yes
					
Prize Money: na","Main Street Oregon City","null"
"1674871384-211","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/35442/Sherwood-Oregon/Festivals/Sherwood-Robin-Hood-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=6","Sherwood Robin Hood Festival","July 2023","Updated 2/17/2022","Sherwood Old Town","Sherwood","OR","97140","/festival-community/image.php?mode=fno_event_image&band_id=71352&fno_event_id=35442&width=480&height=crop&theme=Sage","22560 SW Pine Street, Sherwood, OR 97140","knighting,  huge parade,  teen dance,  beer/wine garden; castle & archery contests","20,000
					
# Food Booths: tba","Sherwood Robin Hood Festival Association","null"
"1674871387-212","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/30629/West-Linn-Oregon/Festivals/West-Linn-Old-Time-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=6","West Linn Old Time Fair","July 14 -  16, 2023","Updated 1/10/2023","Willamette Park","West Linn","OR","97068","/festival-community/image.php?mode=fno_event_image&band_id=415987&fno_event_id=30629&width=480&height=crop&theme=Sage","1100 12th Street, West Linn, OR 97068","carnival,  parade,  water ski show,  timber show,  car show,  recycle regatta","11,000
					
# Food Booths: 13","City of West Linn","null"
"1674871389-213","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/80781/Baker-City-Oregon/Art-Shows/Miners-Jubilee","https://festivalnet.com/fairs-festivals/Oregon?page=6","Miners' Jubilee","July 14 -  16, 2023","Updated 10/12/2022","Geiser‑ Pollman Park","Baker City","OR","97814","/festival-community/image.php?mode=fno_event_image&band_id=496140&fno_event_id=80781&width=480&height=crop&theme=Sage","1739 Madison Street, Baker City, OR 97814","3,000
					
# Food Booths: 18","60+
					
Juried: no
					
Prize Money: na","Baker County Chamber of Commerce","null"
"1674871391-214","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/13074/Cottage-Grove-Oregon/Festivals/Bohemia-Mining-Days","https://festivalnet.com/fairs-festivals/Oregon?page=6","Bohemia Mining Days","July 2023","Updated 6/28/2022","Historic Downtown District","Cottage Grove","OR","97424","/festival-community/image.php?mode=fno_event_image&band_id=388281&fno_event_id=13074&width=480&height=crop&theme=Sage","811 E Main St, Cottage Grove, OR 97424","parade,  kids' area,  historic films","8,000
					
# Food Booths: 5","Bohemia Mining Days","null"
"1674871394-215","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/39679/Prineville-Oregon/Sports-Events/Crooked-River-Roundup-Horse-Races","https://festivalnet.com/fairs-festivals/Oregon?page=6","Crooked River Roundup Horse Races","July 2023","Updated 7/7/2022","1280 S Main Street","Prineville","OR","97754","/festival-community/image.php?mode=fno_event_image&band_id=57386&fno_event_id=39679&width=480&height=crop&theme=Sage","1280 S. Main Street, Prineville, OR 97754","10
					
Juried: no
					
Prize Money: na","Art & Craft: 05/15/2022
					
Music: na
					
Food: 05/15/2022","Crooked River Roundup Association","null"
"1674871396-216","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/16206/Central-Point-Oregon/State-Fairs/Jackson-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=6","Jackson County Fair","July 12 -  16, 2023","Updated 11/29/2022","Fairgrounds","Central Point","OR","97502","/festival-community/image.php?mode=fno_event_image&band_id=8510&fno_event_id=16206&width=480&height=crop&theme=Sage","1 Peninger Road, Central Point, OR 97502","livestock shows,  carnival,  educational displays","85,000
					
# Food Booths: 14","Jackson County Fairgrounds","null"
"1674871398-217","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/24002/Albany-Oregon/Festivals/Linn-County-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=6","Linn County Fair","July 13 -  15, 2023","Updated 11/7/2022","Linn County Expo Center","Albany","OR","97322","/festival-community/image.php?mode=fno_event_image&band_id=24002&fno_event_id=24002&width=480&height=crop&theme=Sage","3700 Knox Butte Road E., Albany, OR 97322","100
					
Juried: no
					
Prize Money: na","Art & Craft: until full
					
Music: na
					
Food: 04/15/2023","Linn County Expo Center","null"
"1674871401-218","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/26085/Bend-Oregon/Festivals/First-Interstate-Bank-Summer-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=6","First Interstate Bank Summer Festival","July 2023","Updated 5/17/2022","Downtown‑Wall Street","Bend","OR","97702","/festival-community/image.php?mode=fno_event_image&band_id=444972&fno_event_id=26085&width=480&height=crop&theme=Sage","Wall and Bond, Bend, OR 97702","children's area,  demonstrations,  dance,  film,  demonstration booths","35,000
					
# Food Booths: 35","Lay It Out Events","null"
"1674871403-219","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/7809/Sandy-Oregon/Festivals/Sandy-Mountain-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=6","Sandy Mountain Festival","July 2023","Updated 6/21/2022","Meining Memorial Park","Sandy","OR","97055","/festival-community/image.php?mode=fno_event_image&band_id=7809&fno_event_id=7809&width=480&height=crop&theme=Sage","17670 Meinig Avenue, Sandy, OR 97055","30,000
					
# Food Booths: local","120
					
Juried: yes
					
Prize Money: na","Sandy Mountain Festival","null"
"1674871406-220","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/85332/Newberg-Oregon/Festivals/Willamette-Valley-Lavender-Festival-Plein-Air-Art-Show","https://festivalnet.com/fairs-festivals/Oregon?page=6","Willamette Valley Lavender Festival/Plein Air Art Show","July 2023","Updated 4/12/2022","Chehalem Cultural Center","Newberg","OR","97132","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FestivalEventFair%2Fdefault6.jpg","415 E. Sheridan Street, Newberg, OR 97132","4,000
					
# Food Booths: 5","50
					
Juried: no
					
Prize Money: na","Chehalem Cultural Center","null"
"1674871411-221","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/24732/Hillsboro-Oregon/Gem-Jewelry-Bead-Shows/Gem-Faire-Hillsboro","https://festivalnet.com/fairs-festivals/Oregon?page=5","Gem Faire / Hillsboro","July 2023","Updated 6/24/2022","Westside Commons","Hillsboro","OR","97124","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=GemJewelryBeadShow%2Frock%2Cgem%2Cmineral5.jpg","873 NE 34th Avenue, Hillsboro, OR 97124","70
					
Juried: no
					
Prize Money: na","Art & Craft: until full
					
Music: na
					
Food: na","Gem Faire, Inc.","null"
"1674871413-222","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/85254/Newberg-Oregon/Vintages/Lavender-and-Vintage-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=5","Lavender and Vintage Festival","July 2023","Updated 5/6/2022","Wayward Winds Lavender Farm","Newberg","OR","97132","/festival-community/image.php?mode=fno_event_image&band_id=501415&fno_event_id=85254&width=480&height=crop&theme=Sage","17005 NE Courtney Road, Newberg, OR 97132","500
					
# Food Booths: na","3
					
Juried: no
					
Prize Money: na","Wayward Winds Lavender","null"
"1674871415-223","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/30620/Athena-Oregon/Ethnic-Festivals/Athena-Caledonian-Games","https://festivalnet.com/fairs-festivals/Oregon?page=5","Athena Caledonian Games","July 2023","Updated 6/24/2022","City Park","Athena","OR","97813","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=EthnicEvent%2Fdefault2.jpg","353 S. 3rd Street, Athena, OR 97813","20
					
Juried: no
					
Prize Money: na","Art & Craft: 07/01/2022
					
Music: na
					
Food: 07/01/2022","Athena Caledonian Games","null"
"1674871418-224","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/12564/Mcminnville-Oregon/Festivals/Turkey-Rama","https://festivalnet.com/fairs-festivals/Oregon?page=5","Turkey Rama","July 2023","Updated 6/21/2022","Downtown McMinnville","Mcminnville","OR","97128","/festival-community/image.php?mode=fno_event_image&band_id=12564&fno_event_id=12564&width=480&height=crop&theme=Sage","198 NE 3rd Street, Mcminnville, OR 97128","carnival,  vendors,  live music","30,000
					
# Food Booths: 20","McMinnville Area Chamber of Commerce","null"
